# ground truth trajectory
# file: 'rgbd_dataset_freiburg1_desk.bag'
# timestamp tx ty tz qx qy qz qw
1305031452.8694 1.2325 0.9180 1.5338 0.8630 0.3310 -0.1994 -0.3255
1305031452.8795 1.2335 0.9177 1.5327 0.8639 0.3285 -0.1993 -0.3257
1305031452.8895 1.2348 0.9170 1.5316 0.8656 0.3264 -0.1978 -0.3242
1305031452.8995 1.2360 0.9164 1.5305 0.8666 0.3256 -0.1964 -0.3233
1305031452.9095 1.2370 0.9156 1.5295 0.8674 0.3239 -0.1952 -0.3233
1305031452.9295 1.2388 0.9137 1.5275 0.8677 0.3225 -0.1945 -0.3245
1305031452.9394 1.2401 0.9127 1.5267 0.8682 0.3218 -0.1933 -0.3245
1305031452.9495 1.2410 0.9114 1.5258 0.8682 0.3215 -0.1928 -0.3251
1305031452.9595 1.2420 0.9103 1.5252 0.8679 0.3216 -0.1917 -0.3266
1305031452.9695 1.2427 0.9092 1.5245 0.8672 0.3210 -0.1910 -0.3294
1305031452.9795 1.2440 0.9078 1.5238 0.8674 0.3202 -0.1896 -0.3303
1305031452.9895 1.2450 0.9068 1.5231 0.8669 0.3186 -0.1880 -0.3341
1305031452.9995 1.2464 0.9054 1.5226 0.8675 0.3172 -0.1853 -0.3353
1305031453.0095 1.2477 0.9040 1.5220 0.8679 0.3152 -0.1824 -0.3377
1305031453.0195 1.2492 0.9027 1.5215 0.8687 0.3130 -0.1793 -0.3394
1305031453.0295 1.2503 0.9017 1.5208 0.8690 0.3108 -0.1765 -0.3422
1305031453.0395 1.2516 0.9005 1.5202 0.8697 0.3090 -0.1734 -0.3437
1305031453.0496 1.2530 0.8991 1.5194 0.8703 0.3064 -0.1702 -0.3460
1305031453.0595 1.2543 0.8978 1.5190 0.8711 0.3052 -0.1666 -0.3468
1305031453.0695 1.2557 0.8966 1.5184 0.8715 0.3032 -0.1633 -0.3491
1305031453.0795 1.2572 0.8952 1.5181 0.8720 0.3020 -0.1597 -0.3505
1305031453.0894 1.2588 0.8937 1.5175 0.8724 0.2990 -0.1566 -0.3537
1305031453.0996 1.2602 0.8925 1.5172 0.8729 0.2976 -0.1530 -0.3551
1305031453.1094 1.2617 0.8914 1.5165 0.8726 0.2957 -0.1500 -0.3587
1305031453.1195 1.2630 0.8898 1.5162 0.8734 0.2942 -0.1471 -0.3591
1305031453.1294 1.2646 0.8885 1.5157 0.8735 0.2926 -0.1440 -0.3615
1305031453.1395 1.2661 0.8870 1.5153 0.8742 0.2916 -0.1407 -0.3620
1305031453.1495 1.2679 0.8853 1.5147 0.8748 0.2905 -0.1371 -0.3628
1305031453.1606 1.2693 0.8839 1.5144 0.8749 0.2893 -0.1343 -0.3644
1305031453.1695 1.2706 0.8827 1.5140 0.8745 0.2879 -0.1314 -0.3676
1305031453.1795 1.2723 0.8811 1.5138 0.8746 0.2864 -0.1281 -0.3696
1305031453.1895 1.2742 0.8795 1.5136 0.8752 0.2850 -0.1243 -0.3707
1305031453.1995 1.2757 0.8782 1.5134 0.8750 0.2828 -0.1217 -0.3736
1305031453.2095 1.2775 0.8767 1.5132 0.8748 0.2812 -0.1192 -0.3762
1305031453.2195 1.2794 0.8749 1.5133 0.8755 0.2798 -0.1162 -0.3765
1305031453.2295 1.2812 0.8735 1.5132 0.8757 0.2774 -0.1136 -0.3785
1305031453.2395 1.2830 0.8720 1.5133 0.8765 0.2757 -0.1113 -0.3786
1305031453.2495 1.2851 0.8702 1.5131 0.8772 0.2736 -0.1092 -0.3790
1305031453.2595 1.2871 0.8687 1.5134 0.8784 0.2712 -0.1064 -0.3789
1305031453.2695 1.2892 0.8669 1.5137 0.8791 0.2680 -0.1044 -0.3800
1305031453.2795 1.2916 0.8654 1.5140 0.8796 0.2647 -0.1026 -0.3817
1305031453.2895 1.2940 0.8637 1.5146 0.8801 0.2615 -0.1013 -0.3830
1305031453.2995 1.2964 0.8622 1.5152 0.8804 0.2576 -0.0995 -0.3857
1305031453.3095 1.2989 0.8607 1.5157 0.8802 0.2540 -0.0978 -0.3889
1305031453.3195 1.3013 0.8587 1.5166 0.8809 0.2501 -0.0959 -0.3902
1305031453.3295 1.3038 0.8567 1.5171 0.8817 0.2466 -0.0941 -0.3912
1305031453.3395 1.3063 0.8548 1.5175 0.8823 0.2431 -0.0923 -0.3924
1305031453.3495 1.3088 0.8528 1.5181 0.8837 0.2395 -0.0910 -0.3918
1305031453.3595 1.3112 0.8507 1.5186 0.8851 0.2362 -0.0898 -0.3909
1305031453.3695 1.3137 0.8486 1.5192 0.8862 0.2326 -0.0893 -0.3906
1305031453.3795 1.3161 0.8465 1.5198 0.8866 0.2293 -0.0894 -0.3917
1305031453.3894 1.3190 0.8446 1.5203 0.8871 0.2258 -0.0894 -0.3926
1305031453.3995 1.3212 0.8419 1.5212 0.8885 0.2232 -0.0896 -0.3908
1305031453.4095 1.3237 0.8399 1.5217 0.8883 0.2196 -0.0905 -0.3930
1305031453.4195 1.3263 0.8375 1.5226 0.8884 0.2171 -0.0899 -0.3943
1305031453.4295 1.3291 0.8350 1.5236 0.8889 0.2134 -0.0896 -0.3955
1305031453.4395 1.3320 0.8325 1.5244 0.8892 0.2106 -0.0890 -0.3963
1305031453.4495 1.3343 0.8301 1.5255 0.8892 0.2071 -0.0893 -0.3982
1305031453.4595 1.3370 0.8274 1.5265 0.8893 0.2037 -0.0885 -0.3998
1305031453.4695 1.3399 0.8246 1.5276 0.8899 0.2000 -0.0879 -0.4005
1305031453.4795 1.3427 0.8218 1.5285 0.8899 0.1967 -0.0880 -0.4020
1305031453.4895 1.3454 0.8190 1.5298 0.8900 0.1933 -0.0877 -0.4036
1305031453.4995 1.3480 0.8158 1.5311 0.8900 0.1906 -0.0879 -0.4048
1305031453.5095 1.3506 0.8129 1.5323 0.8890 0.1877 -0.0886 -0.4082
1305031453.5195 1.3531 0.8097 1.5335 0.8887 0.1852 -0.0888 -0.4099
1305031453.5295 1.3555 0.8063 1.5349 0.8886 0.1824 -0.0894 -0.4112
1305031453.5395 1.3579 0.8028 1.5362 0.8882 0.1804 -0.0900 -0.4129
1305031453.5494 1.3602 0.7993 1.5376 0.8875 0.1786 -0.0907 -0.4149
1305031453.5595 1.3627 0.7957 1.5391 0.8865 0.1763 -0.0915 -0.4180
1305031453.5695 1.3650 0.7919 1.5405 0.8863 0.1751 -0.0914 -0.4188
1305031453.5795 1.3671 0.7882 1.5420 0.8858 0.1733 -0.0919 -0.4205
1305031453.5899 1.3693 0.7843 1.5435 0.8853 0.1717 -0.0922 -0.4222
1305031453.5995 1.3712 0.7805 1.5448 0.8838 0.1699 -0.0932 -0.4258
1305031453.6095 1.3731 0.7760 1.5462 0.8842 0.1692 -0.0933 -0.4252
1305031453.6195 1.3745 0.7721 1.5475 0.8826 0.1686 -0.0948 -0.4285
1305031453.6295 1.3762 0.7680 1.5488 0.8813 0.1690 -0.0962 -0.4308
1305031453.6395 1.3775 0.7631 1.5502 0.8805 0.1700 -0.0973 -0.4317
1305031453.6495 1.3788 0.7586 1.5514 0.8790 0.1709 -0.0986 -0.4342
1305031453.6595 1.3800 0.7538 1.5526 0.8781 0.1722 -0.0999 -0.4352
1305031453.6695 1.3809 0.7491 1.5537 0.8761 0.1741 -0.1017 -0.4380
1305031453.6794 1.3820 0.7442 1.5551 0.8751 0.1752 -0.1031 -0.4391
1305031453.6895 1.3830 0.7390 1.5562 0.8749 0.1765 -0.1038 -0.4388
1305031453.6995 1.3837 0.7342 1.5573 0.8734 0.1781 -0.1052 -0.4408
1305031453.7095 1.3842 0.7291 1.5582 0.8725 0.1799 -0.1064 -0.4417
1305031453.7202 1.3848 0.7242 1.5592 0.8710 0.1825 -0.1076 -0.4433
1305031453.7295 1.3850 0.7191 1.5602 0.8698 0.1851 -0.1094 -0.4441
1305031453.7395 1.3856 0.7136 1.5613 0.8694 0.1886 -0.1103 -0.4432
1305031453.7495 1.3856 0.7085 1.5623 0.8677 0.1917 -0.1124 -0.4446
1305031453.7595 1.3859 0.7035 1.5632 0.8661 0.1950 -0.1146 -0.4457
1305031453.7695 1.3859 0.6985 1.5641 0.8645 0.1975 -0.1167 -0.4472
1305031453.7795 1.3858 0.6935 1.5652 0.8632 0.2007 -0.1185 -0.4479
1305031453.7895 1.3858 0.6887 1.5660 0.8618 0.2031 -0.1197 -0.4491
1305031453.7995 1.3855 0.6836 1.5670 0.8614 0.2056 -0.1209 -0.4484
1305031453.8095 1.3853 0.6786 1.5677 0.8602 0.2074 -0.1218 -0.4496
1305031453.8195 1.3846 0.6739 1.5685 0.8588 0.2106 -0.1238 -0.4503
1305031453.8295 1.3841 0.6691 1.5694 0.8574 0.2137 -0.1260 -0.4510
1305031453.8394 1.3831 0.6643 1.5701 0.8563 0.2171 -0.1284 -0.4507
1305031453.8494 1.3823 0.6595 1.5708 0.8553 0.2209 -0.1313 -0.4499
1305031453.8595 1.3814 0.6549 1.5717 0.8544 0.2245 -0.1344 -0.4490
1305031453.8694 1.3807 0.6504 1.5724 0.8536 0.2287 -0.1378 -0.4474
1305031453.8794 1.3794 0.6459 1.5731 0.8526 0.2323 -0.1410 -0.4464
1305031453.8894 1.3781 0.6416 1.5737 0.8515 0.2357 -0.1449 -0.4453
1305031453.8995 1.3769 0.6373 1.5744 0.8513 0.2391 -0.1487 -0.4428
1305031453.9095 1.3756 0.6329 1.5751 0.8509 0.2427 -0.1529 -0.4402
1305031453.9195 1.3738 0.6289 1.5755 0.8498 0.2456 -0.1576 -0.4389
1305031453.9295 1.3720 0.6246 1.5762 0.8491 0.2489 -0.1616 -0.4370
1305031453.9394 1.3703 0.6207 1.5769 0.8484 0.2532 -0.1645 -0.4349
1305031453.9495 1.3685 0.6168 1.5776 0.8474 0.2572 -0.1668 -0.4336
1305031453.9597 1.3666 0.6128 1.5783 0.8466 0.2621 -0.1685 -0.4315
1305031453.9695 1.3647 0.6089 1.5788 0.8460 0.2668 -0.1699 -0.4292
1305031453.9795 1.3620 0.6050 1.5796 0.8448 0.2709 -0.1705 -0.4288
1305031453.9895 1.3600 0.6014 1.5803 0.8434 0.2745 -0.1722 -0.4287
1305031453.9995 1.3579 0.5976 1.5809 0.8418 0.2780 -0.1745 -0.4286
1305031454.0096 1.3559 0.5939 1.5813 0.8400 0.2812 -0.1769 -0.4289
1305031454.0195 1.3536 0.5904 1.5818 0.8378 0.2846 -0.1796 -0.4300
1305031454.0295 1.3515 0.5868 1.5823 0.8369 0.2887 -0.1810 -0.4283
1305031454.0395 1.3491 0.5834 1.5826 0.8348 0.2931 -0.1832 -0.4285
1305031454.0495 1.3464 0.5802 1.5828 0.8330 0.2969 -0.1845 -0.4289
1305031454.0594 1.3436 0.5770 1.5831 0.8307 0.3023 -0.1863 -0.4288
1305031454.0695 1.3411 0.5737 1.5832 0.8287 0.3070 -0.1876 -0.4288
1305031454.0794 1.3382 0.5708 1.5833 0.8271 0.3115 -0.1885 -0.4282
1305031454.0894 1.3354 0.5676 1.5837 0.8246 0.3163 -0.1899 -0.4287
1305031454.0995 1.3326 0.5643 1.5840 0.8226 0.3211 -0.1913 -0.4286
1305031454.1095 1.3300 0.5608 1.5844 0.8207 0.3269 -0.1931 -0.4270
1305031454.1195 1.3271 0.5578 1.5847 0.8178 0.3319 -0.1958 -0.4274
1305031454.1295 1.3241 0.5547 1.5847 0.8152 0.3365 -0.1986 -0.4275
1305031454.1394 1.3211 0.5518 1.5848 0.8133 0.3414 -0.2003 -0.4264
1305031454.1495 1.3184 0.5488 1.5849 0.8119 0.3466 -0.2020 -0.4242
1305031454.1595 1.3153 0.5461 1.5848 0.8095 0.3512 -0.2051 -0.4235
1305031454.1694 1.3125 0.5429 1.5847 0.8079 0.3564 -0.2071 -0.4212
1305031454.1795 1.3097 0.5400 1.5848 0.8057 0.3622 -0.2096 -0.4192
1305031454.1895 1.3065 0.5372 1.5847 0.8029 0.3678 -0.2123 -0.4183
1305031454.1995 1.3036 0.5343 1.5847 0.7996 0.3742 -0.2152 -0.4175
1305031454.2095 1.3008 0.5314 1.5849 0.7967 0.3804 -0.2168 -0.4166
1305031454.2195 1.2981 0.5285 1.5849 0.7931 0.3864 -0.2192 -0.4166
1305031454.2295 1.2955 0.5257 1.5851 0.7890 0.3923 -0.2219 -0.4176
1305031454.2395 1.2933 0.5227 1.5850 0.7865 0.3968 -0.2227 -0.4176
1305031454.2495 1.2908 0.5201 1.5850 0.7837 0.4010 -0.2244 -0.4179
1305031454.2595 1.2885 0.5176 1.5849 0.7816 0.4047 -0.2249 -0.4179
1305031454.2695 1.2862 0.5152 1.5848 0.7802 0.4082 -0.2251 -0.4171
1305031454.2795 1.2839 0.5127 1.5843 0.7794 0.4123 -0.2245 -0.4150
1305031454.2895 1.2814 0.5103 1.5841 0.7779 0.4161 -0.2246 -0.4139
1305031454.2995 1.2790 0.5078 1.5838 0.7756 0.4206 -0.2249 -0.4134
1305031454.3096 1.2769 0.5052 1.5836 0.7726 0.4260 -0.2258 -0.4130
1305031454.3195 1.2746 0.5028 1.5834 0.7687 0.4314 -0.2274 -0.4139
1305031454.3295 1.2726 0.5003 1.5832 0.7648 0.4366 -0.2292 -0.4146
1305031454.3395 1.2707 0.4978 1.5832 0.7614 0.4409 -0.2307 -0.4155
1305031454.3495 1.2689 0.4955 1.5829 0.7581 0.4448 -0.2323 -0.4164
1305031454.3595 1.2669 0.4933 1.5825 0.7554 0.4480 -0.2338 -0.4172
1305031454.3695 1.2648 0.4910 1.5819 0.7531 0.4504 -0.2353 -0.4178
1305031454.3795 1.2635 0.4888 1.5818 0.7516 0.4554 -0.2342 -0.4158
1305031454.3896 1.2619 0.4866 1.5814 0.7493 0.4596 -0.2342 -0.4152
1305031454.3995 1.2600 0.4842 1.5809 0.7460 0.4638 -0.2359 -0.4157
1305031454.4095 1.2586 0.4818 1.5802 0.7426 0.4695 -0.2374 -0.4144
1305031454.4195 1.2571 0.4794 1.5797 0.7389 0.4749 -0.2393 -0.4138
1305031454.4295 1.2558 0.4771 1.5791 0.7350 0.4798 -0.2415 -0.4139
1305031454.4395 1.2544 0.4750 1.5784 0.7311 0.4839 -0.2435 -0.4147
1305031454.4495 1.2534 0.4726 1.5778 0.7285 0.4878 -0.2437 -0.4147
1305031454.4595 1.2523 0.4703 1.5770 0.7261 0.4916 -0.2432 -0.4146
1305031454.4695 1.2513 0.4679 1.5761 0.7233 0.4957 -0.2426 -0.4151
1305031454.4795 1.2507 0.4657 1.5753 0.7207 0.5002 -0.2413 -0.4150
1305031454.4895 1.2498 0.4632 1.5744 0.7173 0.5053 -0.2407 -0.4150
1305031454.4995 1.2492 0.4609 1.5733 0.7134 0.5100 -0.2408 -0.4159
1305031454.5095 1.2486 0.4586 1.5722 0.7109 0.5147 -0.2403 -0.4147
1305031454.5195 1.2483 0.4564 1.5710 0.7087 0.5188 -0.2399 -0.4136
1305031454.5295 1.2482 0.4542 1.5701 0.7073 0.5227 -0.2389 -0.4117
1305031454.5395 1.2478 0.4521 1.5687 0.7053 0.5258 -0.2389 -0.4110
1305031454.5495 1.2477 0.4500 1.5674 0.7031 0.5300 -0.2388 -0.4095
1305031454.5595 1.2478 0.4479 1.5663 0.7009 0.5353 -0.2377 -0.4070
1305031454.5695 1.2477 0.4459 1.5650 0.6976 0.5408 -0.2379 -0.4053
1305031454.5795 1.2481 0.4437 1.5636 0.6944 0.5465 -0.2379 -0.4031
1305031454.5895 1.2485 0.4417 1.5620 0.6898 0.5517 -0.2399 -0.4027
1305031454.5995 1.2492 0.4397 1.5605 0.6869 0.5564 -0.2411 -0.4006
1305031454.6096 1.2495 0.4380 1.5593 0.6825 0.5617 -0.2431 -0.3995
1305031454.6194 1.2503 0.4362 1.5579 0.6800 0.5657 -0.2448 -0.3971
1305031454.6295 1.2509 0.4348 1.5564 0.6774 0.5685 -0.2475 -0.3958
1305031454.6394 1.2521 0.4334 1.5548 0.6761 0.5720 -0.2488 -0.3921
1305031454.6495 1.2529 0.4322 1.5531 0.6744 0.5745 -0.2513 -0.3898
1305031454.6595 1.2541 0.4309 1.5515 0.6734 0.5776 -0.2530 -0.3860
1305031454.6695 1.2552 0.4296 1.5499 0.6715 0.5807 -0.2556 -0.3827
1305031454.6795 1.2565 0.4284 1.5482 0.6693 0.5842 -0.2584 -0.3795
1305031454.6895 1.2577 0.4272 1.5464 0.6663 0.5872 -0.2622 -0.3775
1305031454.6995 1.2596 0.4262 1.5450 0.6646 0.5907 -0.2633 -0.3742
1305031454.7095 1.2613 0.4251 1.5434 0.6628 0.5930 -0.2662 -0.3719
1305031454.7195 1.2630 0.4243 1.5419 0.6616 0.5942 -0.2689 -0.3701
1305031454.7295 1.2647 0.4236 1.5403 0.6612 0.5947 -0.2713 -0.3682
1305031454.7394 1.2665 0.4229 1.5387 0.6619 0.5941 -0.2734 -0.3665
1305031454.7495 1.2686 0.4224 1.5371 0.6636 0.5935 -0.2738 -0.3638
1305031454.7595 1.2704 0.4218 1.5353 0.6649 0.5917 -0.2763 -0.3626
1305031454.7695 1.2726 0.4211 1.5338 0.6667 0.5906 -0.2769 -0.3606
1305031454.7795 1.2745 0.4205 1.5322 0.6681 0.5886 -0.2788 -0.3598
1305031454.7896 1.2765 0.4198 1.5305 0.6693 0.5876 -0.2801 -0.3584
1305031454.7995 1.2787 0.4191 1.5288 0.6709 0.5861 -0.2808 -0.3571
1305031454.8095 1.2806 0.4182 1.5270 0.6721 0.5848 -0.2822 -0.3560
1305031454.8195 1.2828 0.4174 1.5254 0.6741 0.5834 -0.2819 -0.3545
1305031454.8295 1.2848 0.4165 1.5234 0.6764 0.5814 -0.2822 -0.3533
1305031454.8395 1.2870 0.4155 1.5218 0.6788 0.5794 -0.2819 -0.3522
1305031454.8495 1.2890 0.4145 1.5198 0.6812 0.5776 -0.2814 -0.3510
1305031454.8595 1.2910 0.4134 1.5181 0.6835 0.5755 -0.2807 -0.3505
1305031454.8694 1.2928 0.4121 1.5163 0.6858 0.5730 -0.2800 -0.3506
1305031454.8795 1.2946 0.4107 1.5145 0.6880 0.5707 -0.2793 -0.3506
1305031454.8895 1.2965 0.4091 1.5128 0.6902 0.5686 -0.2787 -0.3501
1305031454.8995 1.2982 0.4076 1.5110 0.6922 0.5665 -0.2780 -0.3503
1305031454.9095 1.3001 0.4059 1.5094 0.6948 0.5647 -0.2759 -0.3497
1305031454.9197 1.3016 0.4041 1.5075 0.6965 0.5626 -0.2757 -0.3498
1305031454.9295 1.3033 0.4022 1.5058 0.6985 0.5608 -0.2745 -0.3497
1305031454.9394 1.3048 0.4000 1.5041 0.7005 0.5589 -0.2737 -0.3494
1305031454.9494 1.3063 0.3978 1.5025 0.7021 0.5569 -0.2730 -0.3497
1305031454.9606 1.3077 0.3955 1.5009 0.7041 0.5551 -0.2721 -0.3494
1305031454.9695 1.3088 0.3929 1.4991 0.7054 0.5529 -0.2726 -0.3498
1305031454.9795 1.3104 0.3902 1.4978 0.7075 0.5517 -0.2709 -0.3489
1305031454.9894 1.3113 0.3876 1.4962 0.7077 0.5503 -0.2723 -0.3496
1305031454.9995 1.3122 0.3847 1.4946 0.7083 0.5494 -0.2724 -0.3498
1305031455.0098 1.3136 0.3816 1.4930 0.7093 0.5486 -0.2721 -0.3493
1305031455.0195 1.3144 0.3785 1.4915 0.7102 0.5479 -0.2714 -0.3491
1305031455.0295 1.3154 0.3752 1.4901 0.7117 0.5474 -0.2696 -0.3480
1305031455.0395 1.3156 0.3720 1.4883 0.7118 0.5463 -0.2703 -0.3491
1305031455.0495 1.3166 0.3684 1.4871 0.7137 0.5452 -0.2679 -0.3489
1305031455.0595 1.3170 0.3649 1.4856 0.7141 0.5439 -0.2673 -0.3505
1305031455.0695 1.3173 0.3613 1.4844 0.7144 0.5433 -0.2665 -0.3514
1305031455.0795 1.3170 0.3576 1.4828 0.7131 0.5426 -0.2681 -0.3539
1305031455.0895 1.3170 0.3539 1.4814 0.7129 0.5417 -0.2676 -0.3559
1305031455.0995 1.3172 0.3500 1.4802 0.7134 0.5413 -0.2659 -0.3569
1305031455.1096 1.3171 0.3461 1.4789 0.7140 0.5406 -0.2646 -0.3576
1305031455.1195 1.3170 0.3422 1.4776 0.7152 0.5398 -0.2633 -0.3575
1305031455.1295 1.3167 0.3383 1.4763 0.7164 0.5384 -0.2615 -0.3585
1305031455.1395 1.3161 0.3345 1.4750 0.7173 0.5367 -0.2612 -0.3595
1305031455.1495 1.3157 0.3304 1.4739 0.7191 0.5355 -0.2597 -0.3588
1305031455.1596 1.3148 0.3264 1.4724 0.7198 0.5337 -0.2600 -0.3597
1305031455.1695 1.3143 0.3224 1.4712 0.7221 0.5323 -0.2582 -0.3585
1305031455.1794 1.3133 0.3185 1.4700 0.7238 0.5305 -0.2578 -0.3581
1305031455.1895 1.3123 0.3145 1.4687 0.7255 0.5285 -0.2574 -0.3579
1305031455.1995 1.3111 0.3105 1.4676 0.7270 0.5270 -0.2566 -0.3577
1305031455.2095 1.3104 0.3065 1.4668 0.7286 0.5255 -0.2554 -0.3574
1305031455.2197 1.3090 0.3025 1.4656 0.7290 0.5232 -0.2565 -0.3592
1305031455.2295 1.3084 0.2987 1.4651 0.7309 0.5217 -0.2541 -0.3592
1305031455.2395 1.3069 0.2948 1.4640 0.7324 0.5202 -0.2536 -0.3588
1305031455.2495 1.3055 0.2910 1.4630 0.7343 0.5187 -0.2519 -0.3581
1305031455.2595 1.3042 0.2873 1.4620 0.7368 0.5167 -0.2508 -0.3568
1305031455.2694 1.3025 0.2837 1.4610 0.7391 0.5146 -0.2500 -0.3555
1305031455.2795 1.3013 0.2795 1.4596 0.7427 0.5104 -0.2498 -0.3541
1305031455.2894 1.2997 0.2758 1.4588 0.7451 0.5069 -0.2498 -0.3542
1305031455.2995 1.2982 0.2719 1.4581 0.7476 0.5042 -0.2498 -0.3527
1305031455.3094 1.2966 0.2679 1.4574 0.7500 0.5012 -0.2502 -0.3517
1305031455.3194 1.2949 0.2640 1.4568 0.7520 0.4989 -0.2507 -0.3503
1305031455.3294 1.2931 0.2601 1.4559 0.7539 0.4971 -0.2510 -0.3487
1305031455.3394 1.2912 0.2562 1.4555 0.7566 0.4959 -0.2499 -0.3452
1305031455.3495 1.2896 0.2525 1.4551 0.7591 0.4951 -0.2478 -0.3423
1305031455.3596 1.2880 0.2484 1.4545 0.7623 0.4934 -0.2451 -0.3396
1305031455.3694 1.2859 0.2446 1.4540 0.7652 0.4904 -0.2440 -0.3384
1305031455.3795 1.2840 0.2409 1.4537 0.7681 0.4875 -0.2421 -0.3373
1305031455.3895 1.2823 0.2369 1.4536 0.7717 0.4845 -0.2397 -0.3351
1305031455.3995 1.2803 0.2329 1.4537 0.7748 0.4809 -0.2384 -0.3341
1305031455.4095 1.2785 0.2289 1.4539 0.7771 0.4781 -0.2374 -0.3334
1305031455.4194 1.2765 0.2247 1.4540 0.7798 0.4753 -0.2361 -0.3320
1305031455.4294 1.2746 0.2206 1.4545 0.7822 0.4731 -0.2350 -0.3303
1305031455.4395 1.2727 0.2163 1.4552 0.7845 0.4705 -0.2338 -0.3295
1305031455.4494 1.2707 0.2122 1.4558 0.7858 0.4681 -0.2337 -0.3298
1305031455.4595 1.2684 0.2079 1.4565 0.7878 0.4655 -0.2335 -0.3289
1305031455.4694 1.2662 0.2035 1.4571 0.7898 0.4629 -0.2332 -0.3281
1305031455.4795 1.2638 0.1992 1.4577 0.7923 0.4593 -0.2329 -0.3273
1305031455.4902 1.2614 0.1948 1.4586 0.7947 0.4560 -0.2326 -0.3262
1305031455.4995 1.2589 0.1902 1.4596 0.7976 0.4525 -0.2321 -0.3244
1305031455.5095 1.2563 0.1857 1.4607 0.7994 0.4485 -0.2326 -0.3250
1305031455.5194 1.2536 0.1810 1.4620 0.8014 0.4451 -0.2330 -0.3245
1305031455.5295 1.2510 0.1762 1.4633 0.8032 0.4422 -0.2338 -0.3235
1305031455.5395 1.2481 0.1714 1.4648 0.8046 0.4385 -0.2355 -0.3239
1305031455.5495 1.2451 0.1666 1.4663 0.8061 0.4350 -0.2376 -0.3234
1305031455.5594 1.2421 0.1614 1.4678 0.8080 0.4312 -0.2396 -0.3221
1305031455.5694 1.2395 0.1563 1.4697 0.8107 0.4286 -0.2389 -0.3192
1305031455.5795 1.2362 0.1513 1.4716 0.8125 0.4249 -0.2404 -0.3187
1305031455.5894 1.2329 0.1462 1.4734 0.8151 0.4210 -0.2407 -0.3169
1305031455.5995 1.2296 0.1412 1.4754 0.8178 0.4175 -0.2408 -0.3146
1305031455.6095 1.2262 0.1363 1.4775 0.8197 0.4139 -0.2411 -0.3142
1305031455.6195 1.2227 0.1311 1.4796 0.8214 0.4108 -0.2410 -0.3137
1305031455.6294 1.2193 0.1262 1.4819 0.8226 0.4081 -0.2406 -0.3146
1305031455.6394 1.2156 0.1213 1.4844 0.8227 0.4056 -0.2413 -0.3169
1305031455.6494 1.2123 0.1162 1.4869 0.8229 0.4046 -0.2410 -0.3178
1305031455.6594 1.2086 0.1112 1.4895 0.8227 0.4037 -0.2407 -0.3198
1305031455.6694 1.2051 0.1062 1.4921 0.8224 0.4031 -0.2406 -0.3213
1305031455.6794 1.2017 0.1011 1.4948 0.8226 0.4036 -0.2391 -0.3215
1305031455.6895 1.1984 0.0962 1.4976 0.8223 0.4041 -0.2379 -0.3226
1305031455.6995 1.1949 0.0913 1.5005 0.8220 0.4048 -0.2363 -0.3234
1305031455.7096 1.1914 0.0866 1.5035 0.8217 0.4055 -0.2345 -0.3246
1305031455.7194 1.1881 0.0818 1.5065 0.8217 0.4057 -0.2324 -0.3258
1305031455.7295 1.1848 0.0773 1.5097 0.8216 0.4066 -0.2301 -0.3267
1305031455.7394 1.1816 0.0728 1.5129 0.8217 0.4069 -0.2281 -0.3274
1305031455.7494 1.1781 0.0684 1.5161 0.8221 0.4063 -0.2260 -0.3286
1305031455.7594 1.1748 0.0641 1.5194 0.8227 0.4060 -0.2239 -0.3291
1305031455.7695 1.1714 0.0602 1.5227 0.8219 0.4049 -0.2240 -0.3322
1305031455.7795 1.1684 0.0559 1.5263 0.8224 0.4039 -0.2221 -0.3334
1305031455.7895 1.1653 0.0517 1.5298 0.8227 0.4033 -0.2209 -0.3343
1305031455.7994 1.1624 0.0477 1.5333 0.8225 0.4027 -0.2205 -0.3357
1305031455.8094 1.1596 0.0435 1.5370 0.8228 0.4024 -0.2192 -0.3362
1305031455.8194 1.1566 0.0396 1.5406 0.8224 0.4021 -0.2189 -0.3378
1305031455.8295 1.1537 0.0354 1.5440 0.8229 0.4022 -0.2175 -0.3373
1305031455.8394 1.1508 0.0316 1.5476 0.8228 0.4020 -0.2174 -0.3379
1305031455.8495 1.1484 0.0276 1.5513 0.8236 0.4025 -0.2148 -0.3368
1305031455.8595 1.1456 0.0240 1.5549 0.8231 0.4017 -0.2147 -0.3391
1305031455.8694 1.1428 0.0204 1.5583 0.8237 0.4019 -0.2133 -0.3383
1305031455.8794 1.1399 0.0166 1.5617 0.8240 0.4011 -0.2125 -0.3391
1305031455.8894 1.1373 0.0133 1.5651 0.8244 0.4008 -0.2111 -0.3394
1305031455.8995 1.1347 0.0097 1.5684 0.8253 0.4005 -0.2093 -0.3387
1305031455.9098 1.1317 0.0064 1.5715 0.8252 0.4002 -0.2086 -0.3398
1305031455.9194 1.1291 0.0030 1.5749 0.8256 0.4003 -0.2066 -0.3397
1305031455.9294 1.1264 -0.0004 1.5780 0.8258 0.4003 -0.2053 -0.3401
1305031455.9394 1.1237 -0.0038 1.5811 0.8259 0.4004 -0.2037 -0.3408
1305031455.9495 1.1207 -0.0070 1.5840 0.8257 0.4004 -0.2026 -0.3418
1305031455.9595 1.1181 -0.0102 1.5870 0.8264 0.4010 -0.1999 -0.3410
